question_id,question,method,k,target_tokens,hit_at_k,first_hit_rank,evidence_chunk_id,top1_preview,matched_keyword_count,matched_keywords
Q15,How can drug court participants be linked to medication-assisted treatment providers?,fixed,5,5000,1,2,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed::0,and NADCP All rights reserved. • 17 === Page 18 === Procedures to Assure Treatment Adherence The following standards and procedures are adapted from the NADCP Adult Drug Court Best Practice Standards ...,7,provider|locator|samhsa|physician|link|refer|office based
Q15,How can drug court participants be linked to medication-assisted treatment providers?,fixed_overlap,5,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed_overlap::0,"=== Page 1 === A Drug Court Team Member’s Guide to Medication in Addiction Treatment === Page 2 === Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court coo...",7,provider|locator|samhsa|physician|link|refer|office based
Q15,How can drug court participants be linked to medication-assisted treatment providers?,recursive,5,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::recursive::0,"=== Page 1 ===  A Drug Court Team Member’s Guide to Medication in Addiction Treatment  === Page 2 ===  Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court ...",5,provider|samhsa|physician|refer|office based
Q15,How can drug court participants be linked to medication-assisted treatment providers?,sentence_pack,5,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::sentence_pack::1,"• Once a clinician has been located, it is important to link the participant to medication, not simply refer a person. This includes engaging the participant in understanding and consenting to medicat...",4,samhsa|link|refer|office based
Q15,How can drug court participants be linked to medication-assisted treatment providers?,semantic,5,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::semantic::3,"• Once a clinician has been located, it is important to link the participant to medication, not simply refer a person. This includes engaging the participant in understanding and consenting to medicat...",4,samhsa|link|refer|office based
Q1,How should someone respond to an opioid overdose?,fixed,7,5000,1,1,14104_Community Management of Opioid Overdose.txt::fixed::0,"Contact Management of Substance Abuse Department of Mental Health and Substance Abuse 20, Avenue Appia 1211 Geneva 27 Switzerland Tel: + 41 22 791 21 11 Email: msb@who.int www.who.int/substance_abuse ...",4,naloxone|overdose|breathing|intranasal
Q1,How should someone respond to an opioid overdose?,fixed_overlap,7,5000,1,1,14104_Community Management of Opioid Overdose.txt::fixed_overlap::0,"Contact Management of Substance Abuse Department of Mental Health and Substance Abuse 20, Avenue Appia 1211 Geneva 27 Switzerland Tel: + 41 22 791 21 11 Email: msb@who.int www.who.int/substance_abuse ...",4,naloxone|overdose|breathing|intranasal
Q1,How should someone respond to an opioid overdose?,recursive,7,5000,1,1,14104_Community Management of Opioid Overdose.txt::recursive::0,"Contact Management of Substance Abuse Department of Mental Health and Substance Abuse 20, Avenue Appia  1211 Geneva 27  Switzerland Tel: + 41 22 791 21 11 Email: msb@who.int www.who.int/substance_abus...",4,naloxone|overdose|breathing|intranasal
Q1,How should someone respond to an opioid overdose?,sentence_pack,7,5000,1,1,14104_Community Management of Opioid Overdose.txt::sentence_pack::0,"Contact Management of Substance Abuse Department of Mental Health and Substance Abuse 20, Avenue Appia 1211 Geneva 27 Switzerland Tel: + 41 22 791 21 11 Email: msb@who.int www.who.int/substance_abuse ...",4,naloxone|overdose|breathing|intranasal
Q1,How should someone respond to an opioid overdose?,semantic,7,5000,1,3,14104_Community Management of Opioid Overdose.txt::semantic::9,"Contact Management of Substance Abuse Department of Mental Health and Substance Abuse 20, Avenue Appia 1211 Geneva 27 Switzerland Tel: + 41 22 791 21 11 Email: msb@who.int www.who.int/substance_abuse ...",4,naloxone|overdose|breathing|intranasal
Q2,What are the signs and symptoms of opioid overdose?,fixed,7,5000,1,7,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::fixed::0,"contents of substances cannot be confirmed), providers may offer education that can reduce that person’s risk for overdose. The patient may benefit from education on strategies to reduce their unique ...",6,shallow breathing|pinpoint pupils|blue|purple|heartbeat|awaken
Q2,What are the signs and symptoms of opioid overdose?,fixed_overlap,7,5000,0,,,"they were prescribed.                Never use drugs alone, tell a friend or call 988 to talk about overdose risk with a professional or peer counselor. Start with the lowest possible a...",0,
Q2,What are the signs and symptoms of opioid overdose?,recursive,7,5000,0,,,0.2–0.3 mg whereas high doses used for opioid dependence are 2–32 mg. Source: Adapted from (133) included 573 patients in the analysis. A decision-tree rule was developed which predicted safe discharg...,0,
Q2,What are the signs and symptoms of opioid overdose?,sentence_pack,7,5000,0,,,"Pesarsick, J, Gwilliam, M, Adeniran, O, Rudisill, T, Smith, G, & Hendricks, B. Identifying high-risk areas for nonfatal opioid overdose: a spatial case-control study using EMS run data. Annals of epid...",0,
Q2,What are the signs and symptoms of opioid overdose?,semantic,7,5000,0,,,"Avoid using drugs, including opioids, with alcohol. Taking opioids in combination with alcohol and/or other depressant medications like benzodiazepines or tranquilizers can greatly increase the risk o...",0,
Q3,What is buprenorphine and how is it used to treat opioid use disorder?,fixed,7,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::fixed::1,"physicians who prescribe buprenorphine do not provide psychosocial treatment, the drug court will likely need to assist the participant to secure that treatment elsewhere in the community. • Clinician...",5,buprenorphine|partial agonist|withdrawal|office based|suboxone
Q3,What is buprenorphine and how is it used to treat opioid use disorder?,fixed_overlap,7,5000,1,2,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed_overlap::1,generic equivalent is covered. Wisconsin: There is a diagnosis restriction. Wyoming: Client must have a diagnosis of opioid dependence or abuse. This is not to be used for the treatment of chronic pai...,4,buprenorphine|withdrawal|office based|suboxone
Q3,What is buprenorphine and how is it used to treat opioid use disorder?,recursive,7,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::recursive::1,Buprenorphine (Partial Agonist) • Participants should wait until they are experiencing mild to moderate opioid withdrawal before taking the first dose of buprenorphine to reduce the risk of precipitat...,5,buprenorphine|partial agonist|withdrawal|office based|suboxone
Q3,What is buprenorphine and how is it used to treat opioid use disorder?,sentence_pack,7,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::sentence_pack::1,=== Page 19 ===  Buprenorphine (Partial Agonist) • Participants should wait until they are experiencing mild to moderate opioid withdrawal before taking the first dose of buprenorphine to reduce the r...,5,buprenorphine|partial agonist|withdrawal|office based|suboxone
Q3,What is buprenorphine and how is it used to treat opioid use disorder?,semantic,7,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::semantic::3,• Buprenorphine may be started in a medical office or at home. • Psychosocial treatment should be provided in conjunction with the use of buprenorphine in the treatment of OUD. Because most physicians...,4,buprenorphine|partial agonist|withdrawal|suboxone
Q4,What is methadone and when is it recommended for OUD treatment?,fixed,7,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed::0,"=== Page 1 === A Drug Court Team Member’s Guide to Medication in Addiction Treatment === Page 2 === Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court coo...",5,methadone|agonist|daily dosing|otp|adherence
Q4,What is methadone and when is it recommended for OUD treatment?,fixed_overlap,7,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed_overlap::0,"=== Page 1 === A Drug Court Team Member’s Guide to Medication in Addiction Treatment === Page 2 === Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court coo...",5,methadone|agonist|daily dosing|otp|adherence
Q4,What is methadone and when is it recommended for OUD treatment?,recursive,7,5000,1,2,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::recursive::0,"9 Exemptions and Waivers for Prescribing Methadone Methadone is a DEA Schedule II medication used to treat both pain and OUD. For the treatment of OUD, methadone can only be ordered by a practitioner ...",5,methadone|agonist|daily dosing|otp|adherence
Q4,What is methadone and when is it recommended for OUD treatment?,sentence_pack,7,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::sentence_pack::0,"=== Page 1 ===  A Drug Court Team Member’s Guide to Medication in Addiction Treatment  === Page 2 ===  Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court ...",5,methadone|agonist|daily dosing|otp|adherence
Q4,What is methadone and when is it recommended for OUD treatment?,semantic,7,5000,1,2,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::semantic::1,"Information on treatment services available in or near your community can be obtained from your state health department, your state alcohol and drug agency, or SAMHSA’s FindTreatment.gov at https://fi...",5,methadone|agonist|daily dosing|otp|adherence
Q5,What is naltrexone and how does it work for opioid addiction?,fixed,7,5000,0,,,9 Ohio | Action Guide to Address Opioid Abuse Ohio | Action Guide to Address Opioid Abuse Ohio | Action Guide to Address Opioid Abuse Ohio | Action Guide to Address Opioid Abuse GOAL 4: PREVENT OVERDO...,0,
Q5,What is naltrexone and how does it work for opioid addiction?,fixed_overlap,7,5000,1,2,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed_overlap::1,"guidance, based on scientific evidence, on preventing mortality from drug overdose, in particular opioid overdose. While community management of opioid overdose with naloxone is expected to reduce the...",5,naltrexone|antagonist|relapse|vivitrol|injectable
